cleaned_text,predicted_sentiment
setuju gibran unggul dikit bngt ngurangin poin beliau tntng carbon storage ahli bidang hukum its okay sbnrnya tes wawasan jebakan alangkah baiknya bliau bhwa utama mnonton debat msyarakat dripada podium pendukung jdi bagusnya kalimat tsb tambahi penjelasan awam sbnrnya msh wktu btw pendukung ketiganya abu abu,negative
terlepas capressnya tim mnrut ku unggul prof mahfud,negative
terlepas capres mnurut ku argumen mekanisme debat prof mahfud unggul gibran imin,negative
wow gibran on fire,negative
moderatornya cewe lemot,negative
trikcky tebak definisi cerdas licik wkwkw gunanya pembatasan usia cawapres wkwkwk,negative
remehkan anak muda gibrani darma baktinya pejuang bangsa indonesia iklas tulus sepenuh hati kemajuan bangsanya rakyat indonesiadimasa amin,positive
kombinasi capres cawapres proporsional ngga jomplang paslon 03 capres cawapres mengisi klop banget pdi berpengalaman mix and match paslon,negative
semoga presidennya program positive progres terwujud,positive
40 00 40 08 crypto disamakan pinjol,negative
bosen mengkedepankan sopan santun basa basi bacot kerjaannya bagus,negative
nonton debat kesatu ketiga wk,negative
terjawab carbon storet,negative
carbon storet,negative
anak muda keren,positive
nice,negative
pemimpin gibran jokowi,positive
lucu lihat gibran ngomong,positive
binatang yaa,negative
hm,negative
diatas langit langit mentang profesor menko ketua partai segudang pengalaman menganggap remeh anak muda tdak pengalaman buktinya kalah debat anak muda memalukan 7 09,neutral
mesti nunggu jdi wapres memberantas korupsi jdi menkopolhukam 4 5thn jabatan menko berantas korupsi kemaren kerjakan 4 5tahun profesor,negative
pembukan visi misi,positive
gibran keren banget ternyataa,positive
gibran berinvestasi ikn prof mahfud jdi ragu mahfud beliau profesor mentrinya presiden jokowi dana ikn pengetahuannya kalah anak muda minim pengetahuan buka google prof investor asing berinvestasi ikn ditahun 2023 41 4 triliun prof investasi ikn prof menko tdak jdi meragukan prof mahfud prof 4 5thn jdi menko aparatnya menuruti perintah bpak biarkan mapia bereskan jokowi mengimpor bahan pangan negri pdhl merugikan petani biarkan krj prof 4 5tahun membereskan knp prof msih bertahan jdi menko kesalahan pemerintah prof mahfud utarakan tgg jwb prof menko dibereskan diperbaiki eh kpda gibran lempar batu sembunyi tangan prof mahfud mengkritik kebijakan pemerintah pdhl msih didalam pemerintahan kewenangan memperbaiki 1 00 41,negative
mahfud kesalahannya situ knp ditindak lanjuti pdhl prof wewengan krna prof adlh menko 1 57 20,negative
seorangpun menganggap engkau rendah karna engkau muda teladan perkataanmu tingkah lakumu,negative
acaranya sesuai aturan penyelenggara menangani sangan sayangkan,negative
02 yesss,negative
paslon 1 3 busuk berfikir mencari kebenaran menyalakan bahaya negara karna cuman gila jabatan mengadu dombah masyarakat karna kebijakanya boneka partai,negative
ditonton menjatuhkan pilihan gibran anak zaman now,negative
jujur 2014 2019 dukung prabowo lihat pasangan prabowo gibran melemparkan pertanyaansingkat detail receh mahfud kompetisi tebak tebakan imin paslon nomor 1 3 profesional melemparkan detail klik menitnya menit 5 58 01 gibran mahfud menyelasaikan import pupuk food estate nyambung anehnya menit 6 00 45 gibran mahfud trisakti karno food estate nyambung menit 5 30 27 gibran inflasi hijau mahfud cek inflasi hijau ekonomi hijau menit 5 50 46 gibran melemparkan anti nikel imin etika lingkungan indonesia memiliki nikel terbesar dunia 90 nikel indonesia dikuasai china dampak produksi nikel berbahaya lingkungan searh nikel nikel merusak lingkungan sulawesi tenggara lihat komentar dimana pilih capres cawapres pintar,negative
tabrak aturan trus,negative
adeehhh bahas wee bahsa,negative
nama debat mandang tua muda nama bersaing adap hukum adap sok sok soaladap debat memperbaiki negara maju,negative
amin prof mahfud ganjar anis pribadi anis amin,negative
02 yess,negative
maju pantang mundur gibran lanjutkan kinerja jokowi tuhan yesus ku beserta mu amin,positive
sok2 bawa anak muda pemuda terima melanggar etika politik fair oyy bran2 dinasty politik,neutral
debat cawapres 4 sungguh 3 paslon 1 mahfud md berdebat fakta fakta data pemerintahan nyata pemerintahan salah kelebihan mahfud berani salah menyimpang 2 gus imin debat malam sasaran wibawa aura mudah dimengerti solusi masyarakat 3 gibran gibran solusi dizaman digitalisasi ucapkan debat dilaksanakan real program indonesia emas zaman digitalisasi solusi menghadapi indonesia depanya gibran paham zaman digitalisi bahasa2 baku indonesia masayarakat paham bahasa baku indonesia layak cawapres berkerja cawapres mahfud md gibran berkerja cawapres imin ragukan enjoy menikmati hidup jabatan mnurut analisa pemahaman,negative
seru,negative
gibran diskusi nyambung,negative
1,negative
yakinlah hatimu memilih pemimpin kelak,positive
amin 01 imin,positive
gibran melanggar aturandan menyesatkan 01 amin menang anti korupsi kolusi nepotisme kkn menyesatkan semoga anies dipanjangkan umurnya sehat,negative
anak meleniyal luwar biyasahiduf frabowo gibran no2 futeran,negative
1 komplit kalangan adil makmur 2 pembangunan adil masyarakat 3 visi misinya bagus memperbaiki kerusakan terjad negeri bersifat pasif fokus lihat kedepan komplit bersaing macan dunia wawasannya fokus kedepan arah adil makmur kalangan 1 iniyg terbaik negara mudah2nya kedepannya berlomba2 bersaing memajukan mensejahterakan rakyat indonesia macan dunia aminn,positive
mahmud layak cawapres 2 udh sepatut disana,positive
pertanyaannya recehan,negative
mafud md terbaik terpandai,positive
sebenar ketara sungguh mengubah nasib nkri apaboleh wakil berbuat semoga presiden mudah an mengubah nasib nkri,negative
ndak roi suryo debat cawapres ayo nyinyir,negative
banget paslon 01 paslon 03 berkerjasama menjatuhkan paslon 02 kerjasama bagus prabowo gibran is the best,negative
hilirisasi hilirisasi tayi kambing hilirisasi dinasti politik sabang merauke,positive
gasss prabowo gibran senggol jatuhkan kokoh maju all in prabowo,negative
perang toa speaker meroket memekakkan telinga polusi air tanah udara visual baliho meroket pura pura ndak koar koar ngarang perang mulut mengatasi polusi dunia akhirat,negative
imin top deh 01 anies,positive
iup dicabut ilegal izin iup,neutral
nomer 1 nomer 3 nyerang pemerintah jelek2 in pemerintah,negative
ngeri hasil survei live chat 1 23 2 67 3 10,negative
jaga etika sopan santun sgt menyedihkan anak songong,negative
,negative
paslon 3nggak sesuai konteks moderator bicara food estate paslon 01 kompak kritik kinerja pemerintah wajar gibran bersikap pernyataan gibranlah sesuai konteks debat pernyataanya penjelasan visi misinya bahas kerja,negative
gibran meremehkan lawanya2 pdhl muter2 jwbnya,negative
paslon 1 3 menyerang paslon 2 bpk gibran adlh simbol kedepan sdgkan bpk2 pejabat paslon 1 paslon 3 berpamor bersinar berkat kepemimpinan bpk jokowi wahai2 bpk pejabat kulo kawulo alit mmg minim ijazah punyai skill punyai skill diterima bkerja alasan dijaman bpk2 pejabat sblm bpk jokowi skill dibutuhkan dilapangan pengalaman kerja ttg bicara apalgi tatanan etika bpk gibran berpamor lulusan negeri bukti buktinya lapanfan membutuhkan skill teori semangat teruus maju paslon 2 semangat bpk prabowo bpk gibran,positive
cnn channel fear tamu undangannya paslon 1 3 dr paslon 2,negative
imin sindir 500 ribu tanah pribadi min tanah pribadi beli dr pd jatuh tangan asing itupun serahin negara garap rakyat,positive
negeri 62 perintah anak melanggar adab etika,negative
mimik wajah mahfud md kayak gimana kayak tahan emosi,negative
notulen,negative
01 sekolah ama sasaran bully cok,negative
debat menonjokan menjatohkan,negative
pilih sopan santun masyarakat kelaparan menderita pandang bulu masyarakat makmur sejahtera,negative
gibran dukung balas dendam kemarin prabowo dihina diam karna tua balas ganti gibran balas mereka2,neutral
tengil banget gibran mentang mentang anak lurah,negative
buta bercerita ttg dunianya rendah hati bs bercerita arogan menghina terhina merendah ditinggikan tertawa bersedih jaga hati mata hati hati hati,positive
songong gibran,negative
orng melanggar etika jdi pemimpin,negative
perubahan is needed,negative
percaya popling bayaran tuhh cari cuan masuk akal paslon 01 kalah 02,negative
pilihlah pemimpin etika arogan,negative
cawapres 3 selesikan mafia tanah tanah adat sulawesi utara jdi wapres mafia tanah diajak kerjasama,positive
kayaknya tukang komen2 kubu dr 1 3 dr td kyaknya suka ama gibran,negative
cnn adil tukang komen kyaknya dr kubu 1dan3 dr jelek2in gibran kayak e,negative
wajarlah gibran receh paham sejarah ilmunya memadai cawaprea,negative
ampun sadar wktu debat capres nyinggung personal,negative
byk teori janji bukti,negative
gibran songong,negative
samsul ubahnya badut cari perhatian diatas panggung merendahkan panggung debat capres cawapres,negative
data import mahfud data real narasi data real janji2 palsu rakyat melayang awan,neutral
kutip amin pembangunan berkelanjutan kekuasaan berkelanjutan malu pendukung keras jokowi haus kekuasaan menghalalkan gibran cawapres dosa jokowidodo,negative
songong plonga plongo,negative
debat cawapres unggul mahmud md mantap sukses,positive
anis muhaimin emg dasarnya suka julid wkwk suka nyinyir suka ngompor ngomporin wkk,negative
detik berubah fikiran memilih nomor 3 ulah gibran mempermainkan imin mahfud md calon pemimpin ulahnya,negative
bocah bocil dadi wapress milih kebangeten,negative
insya allah perubahan detik menyukai pilihan nomor 3 gibran debat 4 sungguh kecewa calon wakil presiden merendahkan derajat mahfud md berjasa negeri tingkah polah gibran kekanak kanakan mahfud memimpin negeri kedewasaannya menguasai hawa nafsunya pintar santun religius nasionalis bijak,negative
insya allah perubahan detik menyukai pilihan nomor 3 gibran debat 4 sungguh kecewa calon wakil presiden merendahkan derajat mahfud md berjasa negeri tingkah polah gibran kekanak kanakan mahfud memimpin negeri kedewasaannya menguasai hawa nafsunya pintar santun religius nasionalis bijak,negative
ketiga paslon presidensatu gitu ko repot,negative
tabrak prof,negative
,negative
sigibran semakun ngco pamahpuf pifato perabowo masarakat cuman sigibran pura pura egatau norton bareng pendukung perabowo malu febat sigibran ngaco malu pendukung,negative
awas peringatan buruknya gibran debat berpengaruh pemakzulan presiden kacau negeri biarkan jokowi habis jabatannya rusak asing masuk negeri kekacauan jaga,negative
awas peringatan buruknya gibran debat berpengaruh pemakzulan presiden kacau negeri biarkan jokowi habis jabatannya rusak asing masuk negeri kekacauan jaga,negative
debatnya substantif program sindir menyindir mending moderator ngasih masyarakat program sebenernya sindir,negative
tolong member atg mohon diangkat atg putusan hakim sesuai fakta persidangan langsung saksikan faktanya atg real ponzi uang member hasil keringat eahyu kenzo bertanggungjawab wd eh rekeningnya blokir malh jerat tppu mohon media tolong ungkapkan kebenaran mafia hukum semena mena menjadikan uang bancakan,neutral
tetep all in prabowo gibran,negative
hati hati ad calon produk amerika jngn bkln sumber daya alam kirim k us dn eropah carilah calon pribumi memikirkan bangsa rakyat maju calon bukn pribumi mmntingkn kekuasaan sj mmikirkn kbangkitan bangsa dn kmajuan bangsa ad salah calon boneka usa mknya setuju ikn bhkn tdak setuju hilirisasi us dn eropah mngusai dunia dn indonesia trus ngra tdak maju,negative
serem erick tohir dikubu prabowo pro player vs trial pro player sunguh pertandingan 14 february menang terbaik pilihan rakyat,positive
3 presiden 2024,negative
tua tua,negative
menghabiskan dana,negative
seruan nonton radit main,positive
haha anak tk bliin blon pndukung ganjar mahfud,negative
omong kosong loe mahfut,negative
haha ngajar ngajiapa x ama mahfud fah loe perbuat rakyat mahfu cari muka loe,negative
kadang kadang calon peminpin berdebat sadar mempermalukan sendiripadahal diya kewajiban tugas bongkar ketida berhasilan kepamimpinanya,negative
koeupsi mahpud wewenang tida atasi mahpud md tida berhasil menko bicara mempermalukan sadar,negative
sehasusnya mahpud md ketegasan mahpud lemah mengatasi korupsi,negative
senior panas yng junior,negative
perasaan 3 paslon pertanyaanhanya 1 solusi hhh debat artikan diskusi bertukar pikiran pendapat keputusan terabaik solusi menangani ehh perbesar,negative
knp palson 01 03 menyerang paslon02 ap karna kebodohan paslon 02 trs mata lwannya,negative
hate komen smua paslon akun ytube tv ngehapus komen pndukung,neutral
tlol,negative
sedih capres 2024 mentang2 era demokrasi menjatuhkan menjelek2kan membongkar kekurangan lawan menjabat pemerintah carmuk org2 lakukan sampai2 menjatuhkan pemimpin nkri statusnya menjabat sempurna kelebihan kekurangan pendapat sy pikiran netizen berpikir carilah capres menjalani hidupnya dr susah nol terpilih pemimpin nkri sadar mawas pemimpin mengalami hidup susah capres hidup dr fasilitas dr ortunya apapun permintaan sm ortunya mengalami susah menjalani kehidupan bahaya manjakan dr hidup survival laut hutan pastikan meninggal selamat dibayangkan dr 3 capres bertahan hidup,negative
karakter anak cawapres 02 kehancuran kesombongan,negative
